Elements_In_Peaks	Elements_In_Cores	Elements_Outside_Cores
4376	623	3753
4846	712	4134
4737	636	4101
4655	643	4012
4656	660	3996
4833	733	4100
4774	686	4088
4356	657	3699
4747	693	4054
5076	653	4423
5043	667	4376
4587	686	3901
4313	618	3695
4483	631	3852
4586	599	3987
4891	648	4243
4769	657	4112
4690	744	3946
4652	689	3963
4610	720	3890
4719	612	4107
4845	697	4148
4637	653	3984
4348	570	3778
4825	713	4112
4969	643	4326
4501	646	3855
4814	699	4115
4705	697	4008
4809	690	4119
4592	635	3957
4381	643	3738
4665	617	4048
4476	644	3832
4563	650	3913
4855	627	4228
4473	670	3803
4558	704	3854
4395	608	3787
4694	649	4045
4342	613	3729
4558	677	3881
4894	605	4289
4646	683	3963
4843	717	4126
4515	707	3808
4807	640	4167
4586	607	3979
4647	670	3977
5144	677	4467
4635	639	3996
4667	606	4061
5006	635	4371
4732	739	3993
4534	619	3915
4669	652	4017
4760	621	4139
4333	609	3724
4498	707	3791
4473	663	3810
4467	685	3782
4628	706	3922
4343	593	3750
4244	591	3653
4526	720	3806
4953	692	4261
4850	671	4179
4977	731	4246
4595	701	3894
4629	743	3886
4847	645	4202
4890	654	4236
5057	719	4338
4854	682	4172
4702	606	4096
4624	602	4022
4639	547	4092
4325	608	3717
4616	677	3939
4168	568	3600
4541	666	3875
4920	644	4276
4632	610	4022
4958	730	4228
4811	646	4165
4465	654	3811
4388	695	3693
4523	662	3861
4536	583	3953
4419	591	3828
4721	671	4050
4035	555	3480
4445	641	3804
4834	664	4170
4735	624	4111
4764	728	4036
4536	614	3922
4836	586	4250
4907	652	4255
5084	711	4373
4671	616	4055
4999	668	4331
4527	600	3927
4726	654	4072
4603	687	3916
4898	681	4217
4831	630	4201
4659	622	4037
4256	536	3720
4625	675	3950
4695	617	4078
4902	634	4268
4336	622	3714
4665	620	4045
4989	696	4293
4563	640	3923
4775	664	4111
4573	635	3938
4895	690	4205
4437	604	3833
4738	651	4087
4733	637	4096
4613	700	3913
4745	671	4074
4844	785	4059
4279	601	3678
4875	658	4217
4639	622	4017
4563	696	3867
4258	624	3634
5071	743	4328
4540	718	3822
4781	770	4011
4275	631	3644
4741	700	4041
4534	588	3946
4280	536	3744
4407	662	3745
4801	675	4126
4877	727	4150
4580	687	3893
4486	599	3887
4728	664	4064
4615	722	3893
4714	589	4125
4684	695	3989
4525	631	3894
4791	751	4040
4423	642	3781
4270	601	3669
4697	656	4041
4654	644	4010
4669	636	4033
4177	565	3612
4867	724	4143
4887	658	4229
4375	565	3810
4723	636	4087
4736	651	4085
4403	596	3807
4726	609	4117
4878	717	4161
4754	684	4070
4468	727	3741
4846	669	4177
4695	706	3989
4823	708	4115
4594	664	3930
4623	662	3961
4780	711	4069
4416	643	3773
4505	639	3866
4785	652	4133
4294	614	3680
4761	657	4104
4803	656	4147
4801	701	4100
4725	637	4088
4464	631	3833
5046	671	4375
5018	702	4316
4990	634	4356
4379	594	3785
4891	728	4163
4782	673	4109
4397	613	3784
4758	632	4126
4424	639	3785
4493	619	3874
4793	703	4090
4258	705	3553
4336	568	3768
4567	628	3939
4917	650	4267
4847	736	4111
4353	709	3644
4808	635	4173
4832	582	4250
4477	616	3861
4778	654	4124
4009	582	3427
4586	620	3966
4890	713	4177
4859	625	4234
4518	626	3892
4729	652	4077
4528	608	3920
5071	714	4357
4353	581	3772
4841	683	4158
4699	603	4096
4947	702	4245
4413	613	3800
4755	693	4062
4730	572	4158
4468	674	3794
4641	553	4088
4739	673	4066
4708	656	4052
4590	633	3957
4884	659	4225
4879	751	4128
4520	619	3901
4539	651	3888
4407	641	3766
4546	699	3847
4226	582	3644
4595	659	3936
4543	681	3862
4451	692	3759
4975	766	4209
4513	658	3855
4671	677	3994
4566	668	3898
4568	657	3911
4458	601	3857
4695	589	4106
4835	734	4101
4311	644	3667
4905	659	4246
4654	615	4039
4506	654	3852
4637	656	3981
4833	643	4190
4688	663	4025
4764	588	4176
4300	600	3700
4585	597	3988
4363	629	3734
4709	650	4059
4175	550	3625
4471	600	3871
4813	676	4137
4515	632	3883
4872	666	4206
4582	638	3944
4525	613	3912
4656	759	3897
4769	596	4173
4858	639	4219
4482	605	3877
4174	573	3601
4604	583	4021
4648	717	3931
4560	630	3930
4475	623	3852
4441	652	3789
4487	623	3864
4475	622	3853
4705	648	4057
4508	666	3842
4889	734	4155
4662	638	4024
4335	658	3677
4585	554	4031
4690	644	4046
4772	637	4135
4905	712	4193
4838	681	4157
4473	627	3846
4953	710	4243
4470	728	3742
4714	656	4058
4668	648	4020
4882	705	4177
4630	720	3910
4821	659	4162
4590	674	3916
4726	660	4066
4243	605	3638
4432	640	3792
4803	658	4145
4810	682	4128
4497	626	3871
4599	639	3960
4652	748	3904
4894	712	4182
4675	691	3984
4950	667	4283
4553	653	3900
5358	768	4590
4612	658	3954
5182	719	4463
4814	717	4097
5055	721	4334
4744	649	4095
4811	707	4104
4465	654	3811
4560	578	3982
5102	807	4295
4592	619	3973
4458	586	3872
4814	695	4119
4536	770	3766
4942	721	4221
4500	568	3932
4637	656	3981
4481	630	3851
4601	643	3958
4595	580	4015
4800	647	4153
4645	613	4032
4618	701	3917
4916	691	4225
4811	701	4110
4861	669	4192
4562	577	3985
4497	576	3921
4536	637	3899
4590	696	3894
4707	660	4047
4420	660	3760
4646	733	3913
4672	619	4053
4411	650	3761
4533	663	3870
4586	710	3876
4555	676	3879
4949	729	4220
4587	639	3948
4753	669	4084
4555	670	3885
4523	650	3873
4584	587	3997
4596	639	3957
4374	574	3800
4482	715	3767
4727	646	4081
4404	677	3727
4865	721	4144
4693	613	4080
4627	666	3961
4690	678	4012
4784	644	4140
4490	702	3788
4603	675	3928
5057	579	4478
4584	604	3980
4611	679	3932
4471	712	3759
4927	698	4229
4545	634	3911
4864	700	4164
5128	736	4392
4542	597	3945
4593	621	3972
4696	692	4004
4765	775	3990
4630	603	4027
4606	665	3941
4329	531	3798
4338	619	3719
4727	635	4092
4765	657	4108
4774	660	4114
4955	681	4274
4957	760	4197
4605	649	3956
4759	715	4044
4830	644	4186
4654	652	4002
4659	653	4006
5120	670	4450
4731	725	4006
4674	620	4054
4714	612	4102
4659	635	4024
5078	702	4376
4406	568	3838
5056	600	4456
4821	704	4117
4577	661	3916
4621	579	4042
4579	658	3921
4715	617	4098
4748	683	4065
5117	634	4483
4548	669	3879
4589	626	3963
4523	635	3888
4627	651	3976
4433	639	3794
4648	659	3989
4783	645	4138
4553	633	3920
4860	681	4179
4526	648	3878
4507	670	3837
4262	641	3621
4727	610	4117
4772	675	4097
4654	642	4012
4551	776	3775
4807	659	4148
4971	652	4319
4423	542	3881
4561	690	3871
4362	645	3717
4152	626	3526
4712	708	4004
4518	726	3792
4759	734	4025
4736	654	4082
4581	671	3910
4664	675	3989
4897	650	4247
4900	614	4286
4665	654	4011
4564	670	3894
4655	716	3939
4661	593	4068
4451	671	3780
4894	716	4178
4401	566	3835
4529	654	3875
4434	619	3815
4533	662	3871
4861	650	4211
4908	676	4232
4735	640	4095
4364	639	3725
4776	686	4090
4721	713	4008
4372	598	3774
4642	587	4055
4865	650	4215
4075	665	3410
4759	762	3997
4487	588	3899
4740	696	4044
4753	659	4094
4890	698	4192
4789	665	4124
4609	785	3824
5054	703	4351
4706	651	4055
4871	659	4212
4928	666	4262
4745	674	4071
4646	596	4050
4327	693	3634
4544	649	3895
4979	734	4245
4470	631	3839
4736	719	4017
4661	640	4021
4673	730	3943
4841	620	4221
4645	685	3960
4445	612	3833
5125	710	4415
4983	669	4314
4669	648	4021
4407	710	3697
4675	603	4072
4618	631	3987
4728	663	4065
4520	618	3902
4395	614	3781
4908	698	4210
4699	741	3958
4491	610	3881
4672	752	3920
4901	737	4164
4728	685	4043
4708	676	4032
4668	669	3999
4518	616	3902
4951	694	4257
4751	656	4095
4696	732	3964
4793	655	4138
4774	707	4067
4701	662	4039
4559	634	3925
4677	740	3937
4480	656	3824
4476	591	3885
4442	718	3724
4818	663	4155
4643	607	4036
4523	622	3901
4662	683	3979
4728	655	4073
4631	679	3952
4686	666	4020
4953	738	4215
4712	626	4086
4665	696	3969
5316	796	4520
4675	630	4045
4690	734	3956
4444	629	3815
4625	601	4024
4573	675	3898
4572	682	3890
4692	665	4027
4919	659	4260
4920	701	4219
4711	681	4030
4601	609	3992
4567	608	3959
4796	716	4080
4721	626	4095
4726	638	4088
4908	686	4222
4294	604	3690
4402	655	3747
4622	664	3958
4670	679	3991
5083	697	4386
4890	648	4242
4510	699	3811
4596	638	3958
4623	676	3947
4489	630	3859
4705	730	3975
4618	720	3898
4536	602	3934
4821	721	4100
4758	733	4025
4615	683	3932
4505	728	3777
4663	659	4004
4839	700	4139
4640	652	3988
4890	660	4230
4589	635	3954
4923	719	4204
4749	654	4095
4906	611	4295
4817	684	4133
4211	591	3620
4428	651	3777
4989	631	4358
4293	582	3711
4498	621	3877
4532	591	3941
4592	609	3983
4562	671	3891
5220	738	4482
4607	570	4037
4465	643	3822
4715	655	4060
4871	683	4188
4689	659	4030
4559	638	3921
4523	601	3922
4769	621	4148
4458	590	3868
4684	620	4064
4661	699	3962
4403	599	3804
4572	685	3887
4749	655	4094
4381	606	3775
4587	703	3884
4812	739	4073
5013	633	4380
4692	697	3995
4680	685	3995
4850	664	4186
4696	594	4102
4638	643	3995
4843	725	4118
4770	696	4074
4439	615	3824
4337	670	3667
4706	618	4088
5008	733	4275
4319	555	3764
4809	645	4164
4368	664	3704
4571	647	3924
4730	730	4000
4683	611	4072
5013	610	4403
4662	650	4012
4607	631	3976
4600	765	3835
4698	673	4025
4932	651	4281
5035	681	4354
4326	589	3737
4383	643	3740
4491	688	3803
4651	618	4033
5158	854	4304
4572	689	3883
4904	667	4237
4619	641	3978
4306	670	3636
4822	644	4178
4856	704	4152
4586	643	3943
4581	607	3974
5230	704	4526
4794	664	4130
4677	669	4008
4757	623	4134
4550	592	3958
4991	608	4383
4575	629	3946
4805	644	4161
5173	749	4424
4871	668	4203
4529	707	3822
4569	672	3897
4505	564	3941
4614	611	4003
4504	625	3879
4532	645	3887
4234	588	3646
4648	608	4040
4651	702	3949
4884	709	4175
4783	727	4056
4811	640	4171
4291	636	3655
4813	637	4176
5116	705	4411
5266	664	4602
4386	664	3722
4525	673	3852
5108	695	4413
4457	587	3870
4937	624	4313
4352	653	3699
4912	650	4262
4996	669	4327
4885	685	4200
4646	679	3967
4512	661	3851
4616	648	3968
4641	614	4027
4616	708	3908
4894	664	4230
4802	654	4148
4620	610	4010
4819	663	4156
4528	679	3849
4556	599	3957
4496	675	3821
4903	694	4209
4479	594	3885
5170	760	4410
4516	685	3831
4329	621	3708
4525	663	3862
4441	598	3843
4820	753	4067
4930	751	4179
4704	661	4043
4801	710	4091
4845	679	4166
4617	602	4015
4568	597	3971
4502	658	3844
4378	661	3717
4537	670	3867
4213	606	3607
4568	640	3928
4660	713	3947
4844	589	4255
4827	658	4169
4974	754	4220
4305	613	3692
4744	703	4041
4328	605	3723
4824	649	4175
4795	683	4112
4899	687	4212
4813	647	4166
4855	710	4145
4460	678	3782
4822	632	4190
4514	628	3886
4686	630	4056
4532	658	3874
4721	695	4026
4640	705	3935
4905	746	4159
4214	647	3567
4475	550	3925
4614	665	3949
4717	662	4055
4270	644	3626
4784	651	4133
4599	578	4021
4796	626	4170
4946	745	4201
4519	616	3903
4696	683	4013
5101	639	4462
4975	675	4300
4030	549	3481
4417	734	3683
4411	768	3643
4731	709	4022
4862	744	4118
4429	689	3740
4674	640	4034
4402	680	3722
4386	684	3702
4527	655	3872
4383	615	3768
4664	756	3908
4816	690	4126
4979	689	4290
5068	788	4280
4314	590	3724
4756	664	4092
5102	721	4381
4768	673	4095
4463	643	3820
4490	659	3831
4710	613	4097
4609	723	3886
5016	688	4328
4612	657	3955
4665	635	4030
4523	655	3868
4831	724	4107
4846	630	4216
4585	628	3957
4683	734	3949
5036	725	4311
4561	635	3926
4772	648	4124
4763	682	4081
5048	695	4353
4690	624	4066
4922	718	4204
5060	725	4335
4841	738	4103
4649	677	3972
4496	685	3811
4301	590	3711
4671	649	4022
4548	606	3942
4645	711	3934
4696	684	4012
4751	697	4054
4736	598	4138
4566	581	3985
4387	681	3706
4522	664	3858
4580	670	3910
4417	593	3824
4835	689	4146
4529	675	3854
4686	642	4044
4573	707	3866
4671	675	3996
4677	738	3939
4443	671	3772
4947	630	4317
4661	670	3991
4537	594	3943
4921	751	4170
4887	650	4237
4844	662	4182
4474	618	3856
4353	617	3736
4590	677	3913
4735	681	4054
5032	733	4299
4368	690	3678
4685	616	4069
5191	636	4555
4387	690	3697
4969	662	4307
4471	709	3762
4395	673	3722
4705	653	4052
4503	597	3906
4848	627	4221
4509	670	3839
4795	666	4129
4981	649	4332
4519	616	3903
4645	738	3907
5017	679	4338
4787	694	4093
4542	580	3962
4746	664	4082
4911	672	4239
4948	706	4242
4581	625	3956
4616	611	4005
4626	738	3888
4469	685	3784
4974	720	4254
4606	703	3903
4784	635	4149
4736	632	4104
4835	679	4156
4823	664	4159
4496	635	3861
4723	694	4029
5007	709	4298
4966	647	4319
4632	585	4047
4575	604	3971
4582	666	3916
4549	639	3910
4833	629	4204
4563	717	3846
4569	645	3924
4742	686	4056
4392	650	3742
4756	692	4064
4829	652	4177
4651	595	4056
4593	642	3951
4737	761	3976
4767	689	4078
4816	645	4171
4665	643	4022
4611	639	3972
4476	561	3915
4705	632	4073
4791	706	4085
4909	707	4202
4839	690	4149
4740	647	4093
4386	688	3698
4325	526	3799
4751	681	4070
4874	632	4242
4414	614	3800
4704	677	4027
4787	721	4066
4259	685	3574
4231	559	3672
5047	660	4387
5025	659	4366
4659	617	4042
4720	644	4076
4453	623	3830
4678	629	4049
4645	609	4036
4265	637	3628
4559	563	3996
4574	608	3966
4357	598	3759
4700	662	4038
4769	647	4122
4578	616	3962
4810	668	4142
4547	636	3911
4918	749	4169
4444	528	3916
4579	591	3988
4529	623	3906
4695	621	4074
4374	614	3760
4920	675	4245
4537	579	3958
4554	654	3900
4847	740	4107
4545	748	3797
4723	617	4106
4348	638	3710
4563	577	3986
4552	609	3943
4839	746	4093
4483	641	3842
5170	702	4468
4609	656	3953
4759	814	3945
4510	622	3888
4794	700	4094
4727	747	3980
4616	687	3929
4650	651	3999
4677	676	4001
4801	722	4079
4542	674	3868
4695	631	4064
4715	642	4073
4707	663	4044
5047	758	4289
4523	624	3899
4899	693	4206
4528	671	3857
4911	723	4188
4747	685	4062
4804	637	4167
4642	679	3963
4533	674	3859
4772	672	4100
4701	661	4040
4639	602	4037
4324	637	3687
5016	650	4366
4675	651	4024
4528	675	3853
4708	560	4148
4775	663	4112
4787	695	4092
4562	654	3908
4842	645	4197
4305	603	3702
4896	646	4250
4196	676	3520
4791	762	4029
4936	694	4242
4849	657	4192
4769	610	4159
4747	665	4082
5000	693	4307
4566	593	3973
4748	632	4116
4766	686	4080
4711	768	3943
4672	689	3983
4716	633	4083
4897	654	4243
4742	608	4134
4957	669	4288
4764	727	4037
4621	662	3959
4707	707	4000
4558	727	3831
4768	722	4046
4599	568	4031
4855	687	4168
4534	583	3951
4328	641	3687
4733	620	4113
4771	706	4065
4563	649	3914
4613	590	4023
5016	747	4269
4692	579	4113
4517	612	3905
4747	694	4053
4610	722	3888
4737	558	4179
4185	637	3548
4462	525	3937
4764	650	4114
4877	660	4217
4927	628	4299
4788	627	4161
4896	649	4247
4884	712	4172
4725	664	4061
4760	646	4114
4964	732	4232
4703	645	4058
5355	821	4534
4659	655	4004
4533	693	3840
4623	621	4002
4737	743	3994
4530	710	3820
4722	624	4098
4987	705	4282
4916	703	4213
4491	578	3913
4533	624	3909
4314	588	3726
5150	744	4406
4670	629	4041
4862	607	4255
4433	638	3795
4684	629	4055
4642	674	3968
4606	744	3862
4509	634	3875
4668	641	4027
4611	677	3934
4610	652	3958
4841	657	4184
4632	672	3960
4978	755	4223
4751	574	4177
4739	623	4116
4743	726	4017
4541	670	3871
5004	746	4258
4709	834	3875
4555	705	3850
4515	723	3792
4637	672	3965
4556	673	3883
4646	639	4007
4543	630	3913
4699	671	4028
4630	683	3947
4700	663	4037
4528	614	3914
4754	634	4120
4790	612	4178
4611	670	3941
4747	581	4166
4874	633	4241
4514	650	3864
4586	684	3902
4781	646	4135
4810	647	4163
4754	677	4077
4608	583	4025
4655	604	4051
4574	626	3948
4911	684	4227
4682	700	3982
4521	659	3862
4853	627	4226
4717	779	3938
4373	660	3713
4770	658	4112
4834	696	4138
4807	702	4105
4689	692	3997
4512	665	3847
4647	622	4025
4511	756	3755
4782	662	4120
4735	657	4078
4591	695	3896
5054	721	4333
4795	603	4192
4723	712	4011
4674	714	3960
4549	682	3867
4648	608	4040
4639	562	4077
4604	650	3954
4925	782	4143
5019	636	4383
4892	733	4159
4551	667	3884
4711	684	4027
4784	622	4162
4743	691	4052
4772	729	4043
4818	680	4138
4975	710	4265
4556	635	3921
4520	708	3812
4737	597	4140
4655	669	3986
4521	721	3800
4983	624	4359
4557	655	3902
4400	758	3642
4449	684	3765
4877	722	4155
4681	705	3976
4294	626	3668
4535	648	3887
4613	692	3921
4872	654	4218
4617	600	4017
4669	662	4007
4528	644	3884
4728	709	4019
4896	660	4236
4541	719	3822
4941	589	4352
4964	702	4262
4474	581	3893
4755	642	4113
4617	641	3976
4616	662	3954
4831	646	4185
4664	608	4056
4373	529	3844
4598	658	3940
4844	631	4213
4821	659	4162
4742	631	4111
4477	657	3820
4618	637	3981
4779	675	4104
4674	675	3999
4614	694	3920
4988	663	4325
4885	632	4253
4893	661	4232
4699	622	4077
4964	682	4282
4838	632	4206
4520	696	3824
5099	781	4318
4812	617	4195
4648	632	4016
4300	642	3658
4643	600	4043
4963	702	4261
4987	704	4283
4872	631	4241
4635	698	3937
4612	592	4020
4549	681	3868
4662	654	4008
4387	628	3759
4441	624	3817
4955	762	4193
4538	679	3859
4687	690	3997
4459	563	3896
4674	680	3994
4601	620	3981
4890	632	4258
4854	651	4203
4455	684	3771
4647	761	3886
4716	651	4065
5204	732	4472
4793	742	4051
4743	713	4030
4821	588	4233
5056	687	4369
4644	701	3943
4776	670	4106
4711	696	4015
4698	652	4046
4749	659	4090
4645	698	3947
4618	703	3915
4302	668	3634
4856	667	4189
4944	695	4249
4287	586	3701
4777	729	4048
4883	673	4210
4527	703	3824
4512	608	3904
4689	653	4036
4466	629	3837
4708	638	4070
4432	569	3863
4992	751	4241
4433	590	3843
4285	567	3718
4935	690	4245
4839	749	4090
5010	662	4348
4859	700	4159
4928	686	4242
4754	674	4080
4404	602	3802
4605	640	3965
4610	684	3926
5022	650	4372
4675	680	3995
4601	674	3927
4783	689	4094
5061	759	4302
4285	655	3630
4552	657	3895
4545	610	3935
4868	591	4277
4481	664	3817
4685	633	4052
4867	607	4260
4615	610	4005
4493	655	3838
4776	653	4123
4898	681	4217
4983	731	4252
4729	637	4092
4671	772	3899
4550	619	3931
4895	653	4242
4393	589	3804
4630	655	3975
4670	734	3936
4616	584	4032
4479	633	3846
4282	714	3568
4576	607	3969
4843	627	4216
5030	645	4385
4708	722	3986
4729	707	4022
4739	615	4124
4733	619	4114
4649	686	3963
4603	670	3933
4749	734	4015
4743	641	4102
4256	603	3653
4336	644	3692
4386	580	3806
4699	718	3981
4584	718	3866
4595	669	3926
4311	668	3643
4862	716	4146
4585	692	3893
4539	711	3828
4412	605	3807
4999	722	4277
4921	666	4255
4690	685	4005
4500	619	3881
4499	677	3822
4812	677	4135
4720	674	4046
4769	663	4106
4739	683	4056
4614	759	3855
4467	604	3863
4546	615	3931
4619	698	3921
4784	667	4117
4725	637	4088
4558	661	3897
4659	670	3989
4916	647	4269
4720	683	4037
4744	627	4117
4879	593	4286
4782	590	4192
4677	614	4063
4465	625	3840
4688	659	4029
4655	728	3927
4306	638	3668
4521	650	3871
4591	596	3995
4905	711	4194
4401	602	3799
4367	544	3823
4832	714	4118
4501	609	3892
4808	688	4120
4850	664	4186
4927	591	4336
4264	615	3649
4300	720	3580
5095	703	4392
4983	685	4298
4641	688	3953
4461	639	3822
4881	711	4170
4629	688	3941
4713	666	4047
4456	692	3764
4801	720	4081
4919	714	4205
4761	546	4215
4671	651	4020
4554	583	3971
4843	668	4175
4645	654	3991
5073	768	4305
4668	612	4056
4871	690	4181
4630	681	3949
4282	611	3671
4517	710	3807
4576	591	3985
4816	629	4187
4662	675	3987
4403	588	3815
4877	678	4199
4417	627	3790
4478	694	3784
4871	608	4263
4503	649	3854
4490	567	3923
4885	749	4136
4597	712	3885
5040	727	4313
4420	628	3792
4384	606	3778
4824	720	4104
4790	741	4049
4991	669	4322
4757	686	4071
4292	607	3685
4942	784	4158
5048	748	4300
4375	587	3788
4725	717	4008
4733	676	4057
4797	621	4176
4684	653	4031
4742	670	4072
4334	679	3655
4709	675	4034
4896	631	4265
4591	636	3955
4770	696	4074
4911	725	4186
4771	611	4160
4732	682	4050
4851	618	4233
5010	691	4319
4593	560	4033
4506	692	3814
4475	715	3760
4591	693	3898
4814	647	4167
4899	695	4204
4655	647	4008
4856	640	4216
4479	727	3752
4622	647	3975
4607	637	3970
4745	627	4118
4705	724	3981
4538	574	3964
4794	626	4168
4364	519	3845
4649	672	3977
4515	681	3834
4693	622	4071
4898	691	4207
4570	636	3934
4763	669	4094
4498	669	3829
4522	552	3970
4857	706	4151
4748	593	4155
4777	674	4103
4442	643	3799
4674	645	4029
4656	643	4013
4628	644	3984
4575	600	3975
4463	607	3856
4332	653	3679
4304	615	3689
4408	664	3744
4597	675	3922
4746	715	4031
4890	689	4201
4482	599	3883
4503	613	3890
4700	673	4027
4536	646	3890
4510	764	3746
4421	570	3851
4762	608	4154
5031	647	4384
4862	766	4096
4317	629	3688
4674	685	3989
4841	712	4129
4693	649	4044
4509	655	3854
4210	568	3642
4947	670	4277
4820	724	4096
4990	717	4273
4736	657	4079
4684	678	4006
4675	726	3949
4909	706	4203
4449	600	3849
4474	590	3884
4775	705	4070
4725	673	4052
4737	619	4118
4896	656	4240
4846	724	4122
4633	584	4049
4719	652	4067
4439	639	3800
4808	712	4096
4331	546	3785
4476	647	3829
4893	734	4159
4404	690	3714
4749	749	4000
4425	648	3777
4376	618	3758
4685	656	4029
4731	647	4084
4522	644	3878
4304	609	3695
4700	602	4098
4753	661	4092
4581	622	3959
4440	615	3825
4688	621	4067
4806	698	4108
4649	624	4025
4499	637	3862
4538	601	3937
4867	633	4234
4395	609	3786
4962	665	4297
4589	607	3982
4589	670	3919
4809	635	4174
4964	758	4206
5040	734	4306
4332	708	3624
4466	636	3830
4822	648	4174
4859	668	4191
4368	693	3675
4902	657	4245
4703	701	4002
4288	643	3645
4737	646	4091
4555	628	3927
5234	701	4533
4923	607	4316
4477	592	3885
5021	726	4295
4497	569	3928
4541	640	3901
4849	725	4124
4535	695	3840
4325	648	3677
4604	710	3894
4615	734	3881
4479	655	3824
4901	632	4269
4673	692	3981
4584	640	3944
4535	647	3888
4776	692	4084
4885	676	4209
4889	612	4277
4858	600	4258
4901	702	4199
4461	559	3902
4798	680	4118
5083	764	4319
4939	774	4165
4526	657	3869
4765	613	4152
4847	668	4179
4742	713	4029
4689	614	4075
4765	708	4057
4554	664	3890
4816	688	4128
4754	663	4091
4592	669	3923
4542	673	3869
4572	647	3925
4426	689	3737
4803	636	4167
4838	753	4085
4572	694	3878
4771	686	4085
4346	583	3763
4784	699	4085
4795	705	4090
4695	643	4052
4610	665	3945
4606	647	3959
4491	604	3887
4823	736	4087
4462	624	3838
4446	676	3770
4655	608	4047
4540	612	3928
4885	679	4206
4835	735	4100
4835	666	4169
4556	640	3916
4956	680	4276
4847	665	4182
5162	716	4446
4870	687	4183
4340	622	3718
4767	700	4067
4500	714	3786
4563	617	3946
4526	677	3849
4719	800	3919
4739	618	4121
4640	668	3972
4629	670	3959
4455	665	3790
4547	595	3952
4908	653	4255
4440	685	3755
4919	672	4247
5041	680	4361
4993	735	4258
5015	739	4276
4540	635	3905
4726	566	4160
5123	693	4430
4550	685	3865
4541	637	3904
4683	606	4077
4537	607	3930
4485	572	3913
5013	606	4407
4468	652	3816
4681	680	4001
4683	678	4005
4458	672	3786
4612	665	3947
4833	669	4164
4686	755	3931
4751	707	4044
4399	604	3795
4810	652	4158
4251	645	3606
4788	649	4139
4565	594	3971
4461	624	3837
4601	645	3956
4188	629	3559
4433	526	3907
4796	633	4163
4839	713	4126
4902	670	4232
4699	734	3965
4685	704	3981
4383	590	3793
4763	677	4086
4675	654	4021
4808	681	4127
4925	601	4324
4900	636	4264
5036	706	4330
4931	722	4209
4700	723	3977
4811	666	4145
4556	583	3973
4548	630	3918
4586	720	3866
5054	665	4389
4483	577	3906
4517	720	3797
4547	590	3957
4512	728	3784
4401	617	3784
4270	611	3659
4664	628	4036
4678	703	3975
4663	664	3999
4615	777	3838
4616	684	3932
4653	692	3961
4923	622	4301
4587	650	3937
4735	608	4127
4683	681	4002
4580	567	4013
4345	636	3709
4735	681	4054
4545	600	3945
4457	682	3775
5014	813	4201
4505	571	3934
4312	639	3673
4834	690	4144
5048	633	4415
5054	670	4384
4411	603	3808
4713	697	4016
4450	648	3802
4489	642	3847
4364	624	3740
4831	626	4205
4296	545	3751
4469	624	3845
4336	548	3788
4639	704	3935
4548	593	3955
4358	646	3712
4871	724	4147
4680	687	3993
4651	679	3972
4929	701	4228
4719	567	4152
4470	731	3739
4609	626	3983
4776	658	4118
4656	663	3993
4540	674	3866
4707	766	3941
4351	643	3708
4711	655	4056
4446	630	3816
4493	639	3854
4817	664	4153
4586	671	3915
4517	703	3814
4275	712	3563
4672	738	3934
4522	559	3963
4711	606	4105
4583	669	3914
4453	611	3842
4637	705	3932
4638	603	4035
4836	698	4138
5088	656	4432
4485	693	3792
4271	603	3668
4643	709	3934
4899	653	4246
4579	687	3892
4634	617	4017
5258	722	4536
4780	710	4070
4554	612	3942
4613	699	3914
4676	661	4015
4794	622	4172
5011	688	4323
4654	623	4031
4993	659	4334
4416	654	3762
4369	658	3711
4679	599	4080
4723	684	4039
4619	578	4041
4389	636	3753
4786	649	4137
4567	625	3942
4978	684	4294
4960	692	4268
4794	621	4173
4752	704	4048
4677	605	4072
4571	718	3853
5037	791	4246
4826	721	4105
4590	614	3976
4693	676	4017
4923	742	4181
4786	630	4156
4750	596	4154
5222	768	4454
4602	687	3915
4614	617	3997
4732	650	4082
4489	668	3821
4675	736	3939
4620	690	3930
4169	664	3505
5028	672	4356
4765	690	4075
4738	699	4039
4370	632	3738
4741	636	4105
5013	656	4357
4735	726	4009
4881	654	4227
4732	683	4049
4820	682	4138
4691	766	3925
4447	618	3829
4420	615	3805
4542	608	3934
4616	623	3993
4531	676	3855
4715	614	4101
4830	684	4146
4501	642	3859
5089	700	4389
4999	790	4209
5057	716	4341
4916	695	4221
4832	644	4188
4875	673	4202
4689	628	4061
4774	665	4109
4397	594	3803
4305	634	3671
4640	651	3989
4315	560	3755
5089	673	4416
4501	588	3913
4492	660	3832
4702	685	4017
4643	687	3956
4552	749	3803
4464	638	3826
4639	666	3973
4970	674	4296
4103	627	3476
4609	666	3943
4648	655	3993
4835	716	4119
4685	735	3950
4606	616	3990
4713	708	4005
4394	618	3776
4840	695	4145
4633	697	3936
4776	649	4127
4664	638	4026
4664	692	3972
4380	652	3728
4714	582	4132
4805	669	4136
4531	556	3975
4979	740	4239
4728	673	4055
5091	726	4365
4387	596	3791
4485	620	3865
4735	699	4036
4623	593	4030
4507	629	3878
4765	698	4067
4811	707	4104
4619	655	3964
4748	742	4006
4760	626	4134
4538	622	3916
4404	614	3790
4870	642	4228
4898	704	4194
4846	579	4267
4723	618	4105
4695	707	3988
4659	648	4011
4556	652	3904
4948	690	4258
4561	646	3915
4297	617	3680
4358	555	3803
4721	623	4098
4741	681	4060
